Re_State_FIPS_Code,Re_County_FIPS_Code,Re_State_Name,Re_County_Name,Wo_State_FIPS_Code,Wo_County_FIPS_Code,Wo_State_Name,Wo_County_Name,Workers_in_Commuting_Flow,Margin_of _Error
051,001,Virginia,Accomack County,051,001,Virginia,Accomack County,10786,664
051,001,Virginia,Accomack County,051,041,Virginia,Chesterfield County,2,4
051,001,Virginia,Accomack County,051,059,Virginia,Fairfax County,34,62
051,001,Virginia,Accomack County,051,087,Virginia,Henrico County,2,5
051,001,Virginia,Accomack County,051,099,Virginia,King George County,29,42
051,001,Virginia,Accomack County,051,131,Virginia,Northampton County,1026,208
051,001,Virginia,Accomack County,051,199,Virginia,York County,5,8
051,001,Virginia,Accomack County,051,540,Virginia,Charlottesville city,10,15
051,001,Virginia,Accomack County,051,550,Virginia,Chesapeake city,50,56
051,001,Virginia,Accomack County,051,630,Virginia,Fredericksburg city,40,61
051,001,Virginia,Accomack County,051,760,Virginia,Richmond city,1,2
051,001,Virginia,Accomack County,051,800,Virginia,Suffolk city,4,7
051,001,Virginia,Accomack County,051,810,Virginia,Virginia Beach city,1,4
051,001,Virginia,Accomack County,051,830,Virginia,Williamsburg city,2,3
051,003,Virginia,Albemarle County,051,003,Virginia,Albemarle County,30705,1136
051,003,Virginia,Albemarle County,051,009,Virginia,Amherst County,48,50
051,003,Virginia,Albemarle County,051,013,Virginia,Arlington County,72,56
051,003,Virginia,Albemarle County,051,015,Virginia,Augusta County,405,167
051,003,Virginia,Albemarle County,051,029,Virginia,Buckingham County,72,49
051,003,Virginia,Albemarle County,051,031,Virginia,Campbell County,10,16
051,003,Virginia,Albemarle County,051,037,Virginia,Charlotte County,7,11
051,003,Virginia,Albemarle County,051,041,Virginia,Chesterfield County,154,78
051,003,Virginia,Albemarle County,051,047,Virginia,Culpeper County,136,83
051,003,Virginia,Albemarle County,051,059,Virginia,Fairfax County,98,61
051,003,Virginia,Albemarle County,051,061,Virginia,Fauquier County,36,34
051,003,Virginia,Albemarle County,051,065,Virginia,Fluvanna County,212,109
051,003,Virginia,Albemarle County,051,075,Virginia,Goochland County,53,38
051,003,Virginia,Albemarle County,051,079,Virginia,Greene County,590,208
051,003,Virginia,Albemarle County,051,081,Virginia,Greensville County,7,11
051,003,Virginia,Albemarle County,051,087,Virginia,Henrico County,191,110
051,003,Virginia,Albemarle County,051,107,Virginia,Loudoun County,25,21
051,003,Virginia,Albemarle County,051,109,Virginia,Louisa County,490,180
051,003,Virginia,Albemarle County,051,113,Virginia,Madison County,179,143
051,003,Virginia,Albemarle County,051,121,Virginia,Montgomery County,22,26
051,003,Virginia,Albemarle County,051,125,Virginia,Nelson County,254,88
051,003,Virginia,Albemarle County,051,137,Virginia,Orange County,208,112
051,003,Virginia,Albemarle County,051,139,Virginia,Page County,20,31
051,003,Virginia,Albemarle County,051,145,Virginia,Powhatan County,8,12
051,003,Virginia,Albemarle County,051,147,Virginia,Prince Edward County,22,22
051,003,Virginia,Albemarle County,051,149,Virginia,Prince George County,15,24
051,003,Virginia,Albemarle County,051,163,Virginia,Rockbridge County,8,14
051,003,Virginia,Albemarle County,051,165,Virginia,Rockingham County,94,69
051,003,Virginia,Albemarle County,051,197,Virginia,Wythe County,4,6
051,003,Virginia,Albemarle County,051,540,Virginia,Charlottesville city,17048,945
051,003,Virginia,Albemarle County,051,550,Virginia,Chesapeake city,6,12
051,003,Virginia,Albemarle County,051,570,Virginia,Colonial Heights city,16,26
051,003,Virginia,Albemarle County,051,630,Virginia,Fredericksburg city,9,14
051,003,Virginia,Albemarle County,051,660,Virginia,Harrisonburg city,77,53
051,003,Virginia,Albemarle County,051,678,Virginia,Lexington city,24,39
051,003,Virginia,Albemarle County,051,680,Virginia,Lynchburg city,16,28
051,003,Virginia,Albemarle County,051,700,Virginia,Newport News city,4,8
051,003,Virginia,Albemarle County,051,760,Virginia,Richmond city,202,104
051,003,Virginia,Albemarle County,051,770,Virginia,Roanoke city,11,18
051,003,Virginia,Albemarle County,051,790,Virginia,Staunton city,239,232
051,003,Virginia,Albemarle County,051,820,Virginia,Waynesboro city,156,78
051,003,Virginia,Albemarle County,051,830,Virginia,Williamsburg city,4,9
051,003,Virginia,Albemarle County,051,840,Virginia,Winchester city,37,59
051,005,Virginia,Alleghany County,051,003,Virginia,Albemarle County,18,29
051,005,Virginia,Alleghany County,051,005,Virginia,Alleghany County,3305,331
051,005,Virginia,Alleghany County,051,015,Virginia,Augusta County,27,28
051,005,Virginia,Alleghany County,051,017,Virginia,Bath County,222,97
051,005,Virginia,Alleghany County,051,023,Virginia,Botetourt County,169,84
051,005,Virginia,Alleghany County,051,041,Virginia,Chesterfield County,2,4
051,005,Virginia,Alleghany County,051,121,Virginia,Montgomery County,7,10
051,005,Virginia,Alleghany County,051,155,Virginia,Pulaski County,6,11
051,005,Virginia,Alleghany County,051,161,Virginia,Roanoke County,128,61
051,005,Virginia,Alleghany County,051,163,Virginia,Rockbridge County,78,54
051,005,Virginia,Alleghany County,051,179,Virginia,Stafford County,17,28
051,005,Virginia,Alleghany County,051,530,Virginia,Buena Vista city,10,15
051,005,Virginia,Alleghany County,051,540,Virginia,Charlottesville city,7,11
051,005,Virginia,Alleghany County,051,580,Virginia,Covington city,1284,196
051,005,Virginia,Alleghany County,051,678,Virginia,Lexington city,36,32
051,005,Virginia,Alleghany County,051,770,Virginia,Roanoke city,259,109
051,005,Virginia,Alleghany County,051,775,Virginia,Salem city,81,90
051,005,Virginia,Alleghany County,051,790,Virginia,Staunton city,24,37
051,007,Virginia,Amelia County,051,007,Virginia,Amelia County,1798,365
051,007,Virginia,Amelia County,051,041,Virginia,Chesterfield County,1710,325
051,007,Virginia,Amelia County,051,053,Virginia,Dinwiddie County,184,157
051,007,Virginia,Amelia County,051,075,Virginia,Goochland County,29,38
051,007,Virginia,Amelia County,051,085,Virginia,Hanover County,18,28
051,007,Virginia,Amelia County,051,087,Virginia,Henrico County,513,162
051,007,Virginia,Amelia County,051,111,Virginia,Lunenburg County,55,55
051,007,Virginia,Amelia County,051,135,Virginia,Nottoway County,417,193
051,007,Virginia,Amelia County,051,145,Virginia,Powhatan County,460,209
051,007,Virginia,Amelia County,051,147,Virginia,Prince Edward County,135,121
051,007,Virginia,Amelia County,051,149,Virginia,Prince George County,127,94
051,007,Virginia,Amelia County,051,660,Virginia,Harrisonburg city,100,136
051,007,Virginia,Amelia County,051,670,Virginia,Hopewell city,12,20
051,007,Virginia,Amelia County,051,730,Virginia,Petersburg city,68,105
051,007,Virginia,Amelia County,051,740,Virginia,Portsmouth city,23,33
051,007,Virginia,Amelia County,051,760,Virginia,Richmond city,562,177
051,009,Virginia,Amherst County,051,003,Virginia,Albemarle County,343,156
051,009,Virginia,Amherst County,051,007,Virginia,Amelia County,23,35
051,009,Virginia,Amherst County,051,009,Virginia,Amherst County,5426,453
051,009,Virginia,Amherst County,051,011,Virginia,Appomattox County,88,63
051,009,Virginia,Amherst County,051,019,Virginia,Bedford County,656,189
051,009,Virginia,Amherst County,051,029,Virginia,Buckingham County,53,90
051,009,Virginia,Amherst County,051,031,Virginia,Campbell County,1198,227
051,009,Virginia,Amherst County,051,041,Virginia,Chesterfield County,21,35
051,009,Virginia,Amherst County,051,053,Virginia,Dinwiddie County,74,65
051,009,Virginia,Amherst County,051,083,Virginia,Halifax County,46,57
051,009,Virginia,Amherst County,051,125,Virginia,Nelson County,453,182
051,009,Virginia,Amherst County,051,143,Virginia,Pittsylvania County,44,44
051,009,Virginia,Amherst County,051,147,Virginia,Prince Edward County,49,76
051,009,Virginia,Amherst County,051,153,Virginia,Prince William County,20,23
051,009,Virginia,Amherst County,051,161,Virginia,Roanoke County,59,55
051,009,Virginia,Amherst County,051,163,Virginia,Rockbridge County,44,40
051,009,Virginia,Amherst County,051,540,Virginia,Charlottesville city,193,114
051,009,Virginia,Amherst County,051,550,Virginia,Chesapeake city,5,11
051,009,Virginia,Amherst County,051,590,Virginia,Danville city,58,61
051,009,Virginia,Amherst County,051,680,Virginia,Lynchburg city,5649,470
051,009,Virginia,Amherst County,051,760,Virginia,Richmond city,91,85
051,009,Virginia,Amherst County,051,770,Virginia,Roanoke city,80,69
051,009,Virginia,Amherst County,051,775,Virginia,Salem city,7,15
051,009,Virginia,Amherst County,051,800,Virginia,Suffolk city,25,29
051,009,Virginia,Amherst County,051,820,Virginia,Waynesboro city,32,33
051,011,Virginia,Appomattox County,051,003,Virginia,Albemarle County,23,28
051,011,Virginia,Appomattox County,051,007,Virginia,Amelia County,3,8
051,011,Virginia,Appomattox County,051,009,Virginia,Amherst County,159,62
051,011,Virginia,Appomattox County,051,011,Virginia,Appomattox County,2575,336
051,011,Virginia,Appomattox County,051,019,Virginia,Bedford County,304,170
051,011,Virginia,Appomattox County,051,029,Virginia,Buckingham County,197,89
051,011,Virginia,Appomattox County,051,031,Virginia,Campbell County,778,184
051,011,Virginia,Appomattox County,051,037,Virginia,Charlotte County,49,29
051,011,Virginia,Appomattox County,051,117,Virginia,Mecklenburg County,7,13
051,011,Virginia,Appomattox County,051,135,Virginia,Nottoway County,10,17
051,011,Virginia,Appomattox County,051,147,Virginia,Prince Edward County,331,133
051,011,Virginia,Appomattox County,051,680,Virginia,Lynchburg city,2453,304
051,011,Virginia,Appomattox County,051,710,Virginia,Norfolk city,36,42
051,011,Virginia,Appomattox County,051,760,Virginia,Richmond city,9,13
051,011,Virginia,Appomattox County,051,770,Virginia,Roanoke city,75,50
051,013,Virginia,Arlington County,051,013,Virginia,Arlington County,57528,1927
051,013,Virginia,Arlington County,051,019,Virginia,Bedford County,4,6
051,013,Virginia,Arlington County,051,041,Virginia,Chesterfield County,14,23
051,013,Virginia,Arlington County,051,059,Virginia,Fairfax County,25309,1062
051,013,Virginia,Arlington County,051,061,Virginia,Fauquier County,39,38
051,013,Virginia,Arlington County,051,069,Virginia,Frederick County,48,48
051,013,Virginia,Arlington County,051,073,Virginia,Gloucester County,10,17
051,013,Virginia,Arlington County,051,085,Virginia,Hanover County,44,68
051,013,Virginia,Arlington County,051,095,Virginia,James City County,28,42
051,013,Virginia,Arlington County,051,099,Virginia,King George County,3,5
051,013,Virginia,Arlington County,051,107,Virginia,Loudoun County,1251,254
051,013,Virginia,Arlington County,051,121,Virginia,Montgomery County,8,12
051,013,Virginia,Arlington County,051,153,Virginia,Prince William County,758,256
051,013,Virginia,Arlington County,051,165,Virginia,Rockingham County,6,12
051,013,Virginia,Arlington County,051,177,Virginia,Spotsylvania County,52,86
051,013,Virginia,Arlington County,051,179,Virginia,Stafford County,74,63
051,013,Virginia,Arlington County,051,187,Virginia,Warren County,36,52
051,013,Virginia,Arlington County,051,197,Virginia,Wythe County,29,44
051,013,Virginia,Arlington County,051,510,Virginia,Alexandria city,5348,631
051,013,Virginia,Arlington County,051,530,Virginia,Buena Vista city,30,40
051,013,Virginia,Arlington County,051,540,Virginia,Charlottesville city,17,29
051,013,Virginia,Arlington County,051,600,Virginia,Fairfax city,989,219
051,013,Virginia,Arlington County,051,610,Virginia,Falls Church city,831,236
051,013,Virginia,Arlington County,051,683,Virginia,Manassas city,81,51
051,013,Virginia,Arlington County,051,710,Virginia,Norfolk city,1,3
051,013,Virginia,Arlington County,051,760,Virginia,Richmond city,25,25
051,013,Virginia,Arlington County,051,770,Virginia,Roanoke city,24,38
051,013,Virginia,Arlington County,051,840,Virginia,Winchester city,6,10
051,015,Virginia,Augusta County,051,003,Virginia,Albemarle County,1410,330
051,015,Virginia,Augusta County,051,015,Virginia,Augusta County,17658,1071
051,015,Virginia,Augusta County,051,017,Virginia,Bath County,22,24
051,015,Virginia,Augusta County,051,023,Virginia,Botetourt County,15,24
051,015,Virginia,Augusta County,051,031,Virginia,Campbell County,22,28
051,015,Virginia,Augusta County,051,041,Virginia,Chesterfield County,13,22
051,015,Virginia,Augusta County,051,059,Virginia,Fairfax County,22,24
051,015,Virginia,Augusta County,051,065,Virginia,Fluvanna County,18,30
051,015,Virginia,Augusta County,051,075,Virginia,Goochland County,24,29
051,015,Virginia,Augusta County,051,087,Virginia,Henrico County,24,27
051,015,Virginia,Augusta County,051,089,Virginia,Henry County,24,35
051,015,Virginia,Augusta County,051,091,Virginia,Highland County,13,21
051,015,Virginia,Augusta County,051,113,Virginia,Madison County,19,31
051,015,Virginia,Augusta County,051,125,Virginia,Nelson County,214,106
051,015,Virginia,Augusta County,051,139,Virginia,Page County,5,10
051,015,Virginia,Augusta County,051,153,Virginia,Prince William County,6,11
051,015,Virginia,Augusta County,051,163,Virginia,Rockbridge County,273,147
051,015,Virginia,Augusta County,051,165,Virginia,Rockingham County,3357,423
051,015,Virginia,Augusta County,051,171,Virginia,Shenandoah County,7,11
051,015,Virginia,Augusta County,051,177,Virginia,Spotsylvania County,3,6
051,015,Virginia,Augusta County,051,187,Virginia,Warren County,37,56
051,015,Virginia,Augusta County,051,530,Virginia,Buena Vista city,24,27
051,015,Virginia,Augusta County,051,540,Virginia,Charlottesville city,1044,332
051,015,Virginia,Augusta County,051,630,Virginia,Fredericksburg city,78,77
051,015,Virginia,Augusta County,051,660,Virginia,Harrisonburg city,2201,324
051,015,Virginia,Augusta County,051,678,Virginia,Lexington city,139,89
051,015,Virginia,Augusta County,051,760,Virginia,Richmond city,11,17
051,015,Virginia,Augusta County,051,775,Virginia,Salem city,44,50
051,015,Virginia,Augusta County,051,790,Virginia,Staunton city,3946,436
051,015,Virginia,Augusta County,051,820,Virginia,Waynesboro city,4398,532
051,017,Virginia,Bath County,051,005,Virginia,Alleghany County,148,108
051,017,Virginia,Bath County,051,017,Virginia,Bath County,1474,351
051,017,Virginia,Bath County,051,059,Virginia,Fairfax County,21,32
051,017,Virginia,Bath County,051,091,Virginia,Highland County,11,21
051,017,Virginia,Bath County,051,163,Virginia,Rockbridge County,60,66
051,017,Virginia,Bath County,051,580,Virginia,Covington city,53,53
051,017,Virginia,Bath County,051,770,Virginia,Roanoke city,22,42
051,017,Virginia,Bath County,051,790,Virginia,Staunton city,25,42
051,019,Virginia,Bedford County,051,003,Virginia,Albemarle County,16,25
051,019,Virginia,Bedford County,051,005,Virginia,Alleghany County,8,13
051,019,Virginia,Bedford County,051,009,Virginia,Amherst County,368,133
051,019,Virginia,Bedford County,051,011,Virginia,Appomattox County,26,28
051,019,Virginia,Bedford County,051,019,Virginia,Bedford County,14629,743
051,019,Virginia,Bedford County,051,023,Virginia,Botetourt County,833,211
051,019,Virginia,Bedford County,051,031,Virginia,Campbell County,2643,393
051,019,Virginia,Bedford County,051,037,Virginia,Charlotte County,38,60
051,019,Virginia,Bedford County,051,041,Virginia,Chesterfield County,70,56
051,019,Virginia,Bedford County,051,059,Virginia,Fairfax County,66,57
051,019,Virginia,Bedford County,051,063,Virginia,Floyd County,6,10
051,019,Virginia,Bedford County,051,067,Virginia,Franklin County,435,152
051,019,Virginia,Bedford County,051,075,Virginia,Goochland County,51,82
051,019,Virginia,Bedford County,051,083,Virginia,Halifax County,12,20
051,019,Virginia,Bedford County,051,085,Virginia,Hanover County,5,9
051,019,Virginia,Bedford County,051,087,Virginia,Henrico County,53,51
051,019,Virginia,Bedford County,051,089,Virginia,Henry County,13,23
051,019,Virginia,Bedford County,051,107,Virginia,Loudoun County,9,14
051,019,Virginia,Bedford County,051,121,Virginia,Montgomery County,24,21
051,019,Virginia,Bedford County,051,125,Virginia,Nelson County,37,36
051,019,Virginia,Bedford County,051,143,Virginia,Pittsylvania County,103,75
051,019,Virginia,Bedford County,051,147,Virginia,Prince Edward County,21,26
051,019,Virginia,Bedford County,051,155,Virginia,Pulaski County,14,17
051,019,Virginia,Bedford County,051,161,Virginia,Roanoke County,2080,337
051,019,Virginia,Bedford County,051,165,Virginia,Rockingham County,16,26
051,019,Virginia,Bedford County,051,540,Virginia,Charlottesville city,22,27
051,019,Virginia,Bedford County,051,590,Virginia,Danville city,18,23
051,019,Virginia,Bedford County,051,630,Virginia,Fredericksburg city,15,27
051,019,Virginia,Bedford County,051,660,Virginia,Harrisonburg city,21,28
051,019,Virginia,Bedford County,051,678,Virginia,Lexington city,108,76
051,019,Virginia,Bedford County,051,680,Virginia,Lynchburg city,8364,577
051,019,Virginia,Bedford County,051,690,Virginia,Martinsville city,45,53
051,019,Virginia,Bedford County,051,710,Virginia,Norfolk city,11,20
051,019,Virginia,Bedford County,051,760,Virginia,Richmond city,45,44
051,019,Virginia,Bedford County,051,770,Virginia,Roanoke city,4654,524
051,019,Virginia,Bedford County,051,775,Virginia,Salem city,730,177
051,019,Virginia,Bedford County,051,790,Virginia,Staunton city,12,19
051,021,Virginia,Bland County,051,021,Virginia,Bland County,1014,237
051,021,Virginia,Bland County,051,071,Virginia,Giles County,87,58
051,021,Virginia,Bland County,051,077,Virginia,Grayson County,7,16
051,021,Virginia,Bland County,051,121,Virginia,Montgomery County,31,29
051,021,Virginia,Bland County,051,155,Virginia,Pulaski County,107,83
051,021,Virginia,Bland County,051,161,Virginia,Roanoke County,26,31
051,021,Virginia,Bland County,051,173,Virginia,Smyth County,15,17
051,021,Virginia,Bland County,051,185,Virginia,Tazewell County,203,107
051,021,Virginia,Bland County,051,197,Virginia,Wythe County,380,131
051,021,Virginia,Bland County,051,640,Virginia,Galax city,35,53
051,021,Virginia,Bland County,051,680,Virginia,Lynchburg city,38,59
051,021,Virginia,Bland County,051,750,Virginia,Radford city,25,31
051,023,Virginia,Botetourt County,051,003,Virginia,Albemarle County,13,20
051,023,Virginia,Botetourt County,051,005,Virginia,Alleghany County,206,95
051,023,Virginia,Botetourt County,051,011,Virginia,Appomattox County,16,25
051,023,Virginia,Botetourt County,051,015,Virginia,Augusta County,13,20
051,023,Virginia,Botetourt County,051,017,Virginia,Bath County,22,23
051,023,Virginia,Botetourt County,051,019,Virginia,Bedford County,102,83
051,023,Virginia,Botetourt County,051,021,Virginia,Bland County,17,19
051,023,Virginia,Botetourt County,051,023,Virginia,Botetourt County,5980,578
051,023,Virginia,Botetourt County,051,031,Virginia,Campbell County,32,38
051,023,Virginia,Botetourt County,051,047,Virginia,Culpeper County,14,26
051,023,Virginia,Botetourt County,051,059,Virginia,Fairfax County,23,21
051,023,Virginia,Botetourt County,051,067,Virginia,Franklin County,62,57
051,023,Virginia,Botetourt County,051,087,Virginia,Henrico County,107,71
051,023,Virginia,Botetourt County,051,121,Virginia,Montgomery County,145,73
051,023,Virginia,Botetourt County,051,155,Virginia,Pulaski County,12,16
051,023,Virginia,Botetourt County,051,161,Virginia,Roanoke County,2492,443
051,023,Virginia,Botetourt County,051,163,Virginia,Rockbridge County,140,61
051,023,Virginia,Botetourt County,051,171,Virginia,Shenandoah County,11,17
051,023,Virginia,Botetourt County,051,197,Virginia,Wythe County,35,56
051,023,Virginia,Botetourt County,051,530,Virginia,Buena Vista city,41,45
051,023,Virginia,Botetourt County,051,580,Virginia,Covington city,77,54
051,023,Virginia,Botetourt County,051,678,Virginia,Lexington city,65,43
051,023,Virginia,Botetourt County,051,680,Virginia,Lynchburg city,33,27
051,023,Virginia,Botetourt County,051,710,Virginia,Norfolk city,3,6
051,023,Virginia,Botetourt County,051,760,Virginia,Richmond city,18,33
051,023,Virginia,Botetourt County,051,770,Virginia,Roanoke city,5008,460
051,023,Virginia,Botetourt County,051,775,Virginia,Salem city,835,187
051,023,Virginia,Botetourt County,051,820,Virginia,Waynesboro city,53,52
051,025,Virginia,Brunswick County,051,015,Virginia,Augusta County,40,56
051,025,Virginia,Brunswick County,051,019,Virginia,Bedford County,2,4
051,025,Virginia,Brunswick County,051,025,Virginia,Brunswick County,2304,333
051,025,Virginia,Brunswick County,051,031,Virginia,Campbell County,5,11
051,025,Virginia,Brunswick County,051,037,Virginia,Charlotte County,15,19
051,025,Virginia,Brunswick County,051,041,Virginia,Chesterfield County,251,112
051,025,Virginia,Brunswick County,051,053,Virginia,Dinwiddie County,241,107
051,025,Virginia,Brunswick County,051,059,Virginia,Fairfax County,10,16
051,025,Virginia,Brunswick County,051,069,Virginia,Frederick County,1,2
051,025,Virginia,Brunswick County,051,081,Virginia,Greensville County,470,124
051,025,Virginia,Brunswick County,051,085,Virginia,Hanover County,4,7
051,025,Virginia,Brunswick County,051,087,Virginia,Henrico County,35,29
051,025,Virginia,Brunswick County,051,111,Virginia,Lunenburg County,98,64
051,025,Virginia,Brunswick County,051,117,Virginia,Mecklenburg County,1095,208
051,025,Virginia,Brunswick County,051,135,Virginia,Nottoway County,53,44
051,025,Virginia,Brunswick County,051,147,Virginia,Prince Edward County,98,62
051,025,Virginia,Brunswick County,051,149,Virginia,Prince George County,37,34
051,025,Virginia,Brunswick County,051,175,Virginia,Southampton County,131,91
051,025,Virginia,Brunswick County,051,183,Virginia,Sussex County,35,33
051,025,Virginia,Brunswick County,051,570,Virginia,Colonial Heights city,29,27
051,025,Virginia,Brunswick County,051,590,Virginia,Danville city,19,21
051,025,Virginia,Brunswick County,051,595,Virginia,Emporia city,409,199
051,025,Virginia,Brunswick County,051,620,Virginia,Franklin city,6,6
051,025,Virginia,Brunswick County,051,710,Virginia,Norfolk city,1,3
051,025,Virginia,Brunswick County,051,730,Virginia,Petersburg city,281,179
051,025,Virginia,Brunswick County,051,760,Virginia,Richmond city,154,99
051,027,Virginia,Buchanan County,051,027,Virginia,Buchanan County,4444,474
051,027,Virginia,Buchanan County,051,041,Virginia,Chesterfield County,34,43
051,027,Virginia,Buchanan County,051,051,Virginia,Dickenson County,125,91
051,027,Virginia,Buchanan County,051,153,Virginia,Prince William County,23,38
051,027,Virginia,Buchanan County,051,167,Virginia,Russell County,129,67
051,027,Virginia,Buchanan County,051,185,Virginia,Tazewell County,715,337
051,027,Virginia,Buchanan County,051,187,Virginia,Warren County,30,36
051,027,Virginia,Buchanan County,051,191,Virginia,Washington County,49,41
051,027,Virginia,Buchanan County,051,195,Virginia,Wise County,85,74
051,027,Virginia,Buchanan County,051,520,Virginia,Bristol city,20,22
051,027,Virginia,Buchanan County,051,710,Virginia,Norfolk city,11,16
051,029,Virginia,Buckingham County,051,003,Virginia,Albemarle County,721,196
051,029,Virginia,Buckingham County,051,007,Virginia,Amelia County,13,21
051,029,Virginia,Buckingham County,051,009,Virginia,Amherst County,29,33
051,029,Virginia,Buckingham County,051,011,Virginia,Appomattox County,14,17
051,029,Virginia,Buckingham County,051,029,Virginia,Buckingham County,2295,371
051,029,Virginia,Buckingham County,051,037,Virginia,Charlotte County,9,14
051,029,Virginia,Buckingham County,051,041,Virginia,Chesterfield County,165,110
051,029,Virginia,Buckingham County,051,043,Virginia,Clarke County,12,21
051,029,Virginia,Buckingham County,051,049,Virginia,Cumberland County,258,149
051,029,Virginia,Buckingham County,051,053,Virginia,Dinwiddie County,14,23
051,029,Virginia,Buckingham County,051,065,Virginia,Fluvanna County,261,123
051,029,Virginia,Buckingham County,051,075,Virginia,Goochland County,24,38
051,029,Virginia,Buckingham County,051,079,Virginia,Greene County,5,14
051,029,Virginia,Buckingham County,051,083,Virginia,Halifax County,12,18
051,029,Virginia,Buckingham County,051,085,Virginia,Hanover County,7,12
051,029,Virginia,Buckingham County,051,087,Virginia,Henrico County,133,77
051,029,Virginia,Buckingham County,051,109,Virginia,Louisa County,231,105
051,029,Virginia,Buckingham County,051,111,Virginia,Lunenburg County,8,12
051,029,Virginia,Buckingham County,051,125,Virginia,Nelson County,24,34
051,029,Virginia,Buckingham County,051,127,Virginia,New Kent County,120,123
051,029,Virginia,Buckingham County,051,135,Virginia,Nottoway County,52,38
051,029,Virginia,Buckingham County,051,137,Virginia,Orange County,147,177
051,029,Virginia,Buckingham County,051,145,Virginia,Powhatan County,17,27
051,029,Virginia,Buckingham County,051,147,Virginia,Prince Edward County,894,171
051,029,Virginia,Buckingham County,051,540,Virginia,Charlottesville city,704,223
051,029,Virginia,Buckingham County,051,550,Virginia,Chesapeake city,1,3
051,029,Virginia,Buckingham County,051,680,Virginia,Lynchburg city,60,44
051,029,Virginia,Buckingham County,051,760,Virginia,Richmond city,156,97
051,029,Virginia,Buckingham County,051,770,Virginia,Roanoke city,38,61
051,029,Virginia,Buckingham County,051,820,Virginia,Waynesboro city,8,12
051,031,Virginia,Campbell County,051,003,Virginia,Albemarle County,97,94
051,031,Virginia,Campbell County,051,009,Virginia,Amherst County,693,218
051,031,Virginia,Campbell County,051,011,Virginia,Appomattox County,404,189
051,031,Virginia,Campbell County,051,019,Virginia,Bedford County,1889,323
051,031,Virginia,Campbell County,051,023,Virginia,Botetourt County,25,37
051,031,Virginia,Campbell County,051,031,Virginia,Campbell County,10404,723
051,031,Virginia,Campbell County,051,037,Virginia,Charlotte County,18,18
051,031,Virginia,Campbell County,051,041,Virginia,Chesterfield County,55,70
051,031,Virginia,Campbell County,051,059,Virginia,Fairfax County,11,16
051,031,Virginia,Campbell County,051,083,Virginia,Halifax County,36,29
051,031,Virginia,Campbell County,051,085,Virginia,Hanover County,10,15
051,031,Virginia,Campbell County,051,089,Virginia,Henry County,15,22
051,031,Virginia,Campbell County,051,109,Virginia,Louisa County,81,67
051,031,Virginia,Campbell County,051,125,Virginia,Nelson County,41,39
051,031,Virginia,Campbell County,051,143,Virginia,Pittsylvania County,378,156
051,031,Virginia,Campbell County,051,147,Virginia,Prince Edward County,8,12
051,031,Virginia,Campbell County,051,155,Virginia,Pulaski County,9,14
051,031,Virginia,Campbell County,051,161,Virginia,Roanoke County,126,93
051,031,Virginia,Campbell County,051,165,Virginia,Rockingham County,70,82
051,031,Virginia,Campbell County,051,181,Virginia,Surry County,72,82
051,031,Virginia,Campbell County,051,510,Virginia,Alexandria city,8,13
051,031,Virginia,Campbell County,051,590,Virginia,Danville city,217,142
051,031,Virginia,Campbell County,051,680,Virginia,Lynchburg city,10910,700
051,031,Virginia,Campbell County,051,770,Virginia,Roanoke city,79,64
051,031,Virginia,Campbell County,051,830,Virginia,Williamsburg city,37,41
051,033,Virginia,Caroline County,051,003,Virginia,Albemarle County,260,254
051,033,Virginia,Caroline County,051,013,Virginia,Arlington County,121,85
051,033,Virginia,Caroline County,051,033,Virginia,Caroline County,5574,1088
051,033,Virginia,Caroline County,051,036,Virginia,Charles City County,12,20
051,033,Virginia,Caroline County,051,041,Virginia,Chesterfield County,232,95
051,033,Virginia,Caroline County,051,047,Virginia,Culpeper County,70,64
051,033,Virginia,Caroline County,051,057,Virginia,Essex County,9,10
051,033,Virginia,Caroline County,051,059,Virginia,Fairfax County,213,91
051,033,Virginia,Caroline County,051,061,Virginia,Fauquier County,8,16
051,033,Virginia,Caroline County,051,069,Virginia,Frederick County,10,15
051,033,Virginia,Caroline County,051,075,Virginia,Goochland County,89,81
051,033,Virginia,Caroline County,051,085,Virginia,Hanover County,1447,296
051,033,Virginia,Caroline County,051,087,Virginia,Henrico County,1400,340
051,033,Virginia,Caroline County,051,097,Virginia,King and Queen County,6,10
051,033,Virginia,Caroline County,051,099,Virginia,King George County,200,90
051,033,Virginia,Caroline County,051,101,Virginia,King William County,16,21
051,033,Virginia,Caroline County,051,107,Virginia,Loudoun County,49,56
051,033,Virginia,Caroline County,051,109,Virginia,Louisa County,60,67
051,033,Virginia,Caroline County,051,135,Virginia,Nottoway County,25,44
051,033,Virginia,Caroline County,051,153,Virginia,Prince William County,521,237
051,033,Virginia,Caroline County,051,177,Virginia,Spotsylvania County,2253,465
051,033,Virginia,Caroline County,051,179,Virginia,Stafford County,836,268
051,033,Virginia,Caroline County,051,193,Virginia,Westmoreland County,144,161
051,033,Virginia,Caroline County,051,510,Virginia,Alexandria city,9,15
051,033,Virginia,Caroline County,051,540,Virginia,Charlottesville city,51,58
051,033,Virginia,Caroline County,051,600,Virginia,Fairfax city,16,27
051,033,Virginia,Caroline County,051,630,Virginia,Fredericksburg city,798,227
051,033,Virginia,Caroline County,051,650,Virginia,Hampton city,11,16
