"county_fips","alpha","tau","vhi","n_alpha_0","n_alpha_5","n_alpha_15","n_alpha_25","incidence","prod_loss_cost","mmr_cost","directMedicalCost","totalCost"
51013,5,0.4,85,197291,195372,191570,187689,0,0,44544816,0,44544816
51013,5,0.4,95,197291,195372,191570,187689,0,0,44544816,0,44544816
51013,5,0.5,75,197291,195372,191570,187689,0,0,44544816,0,44544816
51013,5,0.5,85,197291,195372,191570,187689,0,0,44544816,0,44544816
51013,5,0.5,95,197291,195372,191570,187689,0,0,44544816,0,44544816
51013,5,0.6,75,197291,195372,191570,187689,0,0,44544816,0,44544816
51013,5,0.6,85,197291,195372,191570,187689,0,0,44544816,0,44544816
51013,5,0.6,95,197291,195372,191570,187689,0,0,44544816,0,44544816
51013,15,0.4,75,197291,195372,191570,187689,0,0,43677960,0,43677960
51013,15,0.4,85,197291,195372,191570,187689,0,0,43677960,0,43677960
51013,15,0.4,95,197291,195372,191570,187689,0,0,43677960,0,43677960
51013,15,0.5,75,197291,195372,191570,187689,0,0,43677960,0,43677960
51013,15,0.5,85,197291,195372,191570,187689,0,0,43677960,0,43677960
51013,15,0.5,95,197291,195372,191570,187689,0,0,43677960,0,43677960
51013,15,0.6,75,197291,195372,191570,187689,50.25,64916.2891123882,43677960,326210.4375,44063604.5707216
51013,15,0.6,85,197291,195372,191570,187689,1,0,43677960,6491.75,43684451.75
51013,15,0.6,95,197291,195372,191570,187689,0,0,43677960,0,43677960
51013,25,0.4,75,197291,195372,191570,187689,1115.75,3437345.86669859,42793092,7243170.0625,54322404.2416986
51013,25,0.4,85,197291,195372,191570,187689,29.75,99470.4597701149,42793092,193129.5625,43092783.5676884
51013,25,0.4,95,197291,195372,191570,187689,1,0,42793092,6491.75,42799583.75
51013,25,0.5,75,197291,195372,191570,187689,7336,51419102.3138569,42793092,47623478,141288003.33469
51013,25,0.5,85,197291,195372,191570,187689,3287.5,15151600.4088442,42793092,21341628.125,78515260.1278736
51013,25,0.5,95,197291,195372,191570,187689,191,560573.949712644,42793092,1239924.25,44685824.0160441
51013,25,0.6,75,197291,195372,191570,187689,9328,71286105.9037357,42793092,60555044,171948280.341236
51013,25,0.6,85,197291,195372,191570,187689,8450,0,42793092,54855287.5,100160899.429837
51013,25,0.6,95,197291,195372,191570,187689,2912.75,22236436.0180396,42793092,18908844.8125,86580235.9434068
51015,0,0.5,75,63609,62848,61369,59951,0,0,14502852,0,14502852
51015,0,0.5,85,63609,62848,61369,59951,0,0,14502852,0,14502852
51015,0,0.5,95,63609,62848,61369,59951,0,0,14502852,0,14502852
51015,5,0.4,75,63609,62848,61369,59951,0,0,14329344,0,14329344
51015,5,0.4,85,63609,62848,61369,59951,0,0,14329344,0,14329344
51015,5,0.4,95,63609,62848,61369,59951,0,0,14329344,0,14329344
51015,5,0.5,75,63609,62848,61369,59951,0,0,14329344,0,14329344
51015,5,0.5,85,63609,62848,61369,59951,0,0,14329344,0,14329344
51015,5,0.5,95,63609,62848,61369,59951,0,0,14329344,0,14329344
51015,5,0.6,75,63609,62848,61369,59951,0,0,14329344,0,14329344
51015,5,0.6,85,63609,62848,61369,59951,0,0,14329344,0,14329344
51015,5,0.6,95,63609,62848,61369,59951,0,0,14329344,0,14329344
51015,15,0.4,75,63609,62848,61369,59951,0,0,13992132,0,13992132
51015,15,0.4,85,63609,62848,61369,59951,0,0,13992132,0,13992132
51015,15,0.4,95,63609,62848,61369,59951,0,0,13992132,0,13992132
51015,15,0.5,75,63609,62848,61369,59951,7.5,23055.2298850575,13992132,48688.125,14066695.6837484
51015,15,0.5,85,63609,62848,61369,59951,1,1218.96551724138,13992132,6491.75,14000706.9396552
51015,15,0.5,95,63609,62848,61369,59951,1,362.068965517242,13992132,6491.75,14000087.112069
51015,15,0.6,75,63609,62848,61369,59951,1541,4972193.23786718,13992132,10003786.75,29131366.9382184
51015,15,0.6,85,63609,62848,61369,59951,465.25,1177590.29964879,13992132,3020286.6875,18130059.7208653
51015,15,0.6,95,63609,62848,61369,59951,10.25,33180.0622605364,13992132,66540.4375,14094469.8017241
51015,25,0.4,75,63609,62848,61369,59951,2682.5,9241040.58844189,13668828,17414119.375,40493142.0041507
51015,25,0.4,85,63609,62848,61369,59951,1636,5877017.04294381,13668828,10620503,30296423.7550287
51015,25,0.4,95,63609,62848,61369,59951,122.75,238629.058748404,13668828,796862.3125,14684030.3271871
51015,25,0.5,75,63609,62848,61369,59951,3219.5,12573428.8596743,13668828,20900189.125,47145378.1756067
51015,25,0.5,85,63609,62848,61369,59951,3064.75,14535751.1291507,13668828,19895590.8125,47999039.0296934
51015,25,0.5,95,63609,62848,61369,59951,2138,10133657.195083,13668828,13879361.5,37377665.1815134
51015,25,0.6,75,63609,62848,61369,59951,3428.5,13217238.9912197,13668828,22256964.875,49074388.7827267
51015,25,0.6,85,63609,62848,61369,59951,3328.5,0,13668828,21607789.875,35521681.4375
51015,25,0.6,95,63609,62848,61369,59951,3074.5,17120140.4002235,13668828,19958885.375,50600318.3235952
51017,0,0.5,75,3690,3662,3587,3506,0,0,841320,0,841320
51017,0,0.5,85,3690,3662,3587,3506,0,0,841320,0,841320
51017,0,0.5,95,3690,3662,3587,3506,0,0,841320,0,841320
51017,5,0.4,75,3690,3662,3587,3506,0,0,834936,0,834936
51017,5,0.4,85,3690,3662,3587,3506,0,0,834936,0,834936
51017,5,0.4,95,3690,3662,3587,3506,0,0,834936,0,834936
51017,5,0.5,75,3690,3662,3587,3506,0,0,834936,0,834936
51017,5,0.5,85,3690,3662,3587,3506,0,0,834936,0,834936
51017,5,0.5,95,3690,3662,3587,3506,0,0,834936,0,834936
51017,5,0.6,75,3690,3662,3587,3506,0,0,834936,0,834936
51017,5,0.6,85,3690,3662,3587,3506,0,0,834936,0,834936
51017,5,0.6,95,3690,3662,3587,3506,0,0,834936,0,834936
51017,15,0.4,75,3690,3662,3587,3506,0,0,817836,0,817836
51017,15,0.4,85,3690,3662,3587,3506,0,0,817836,0,817836
51017,15,0.4,95,3690,3662,3587,3506,0,0,817836,0,817836
51017,15,0.5,75,3690,3662,3587,3506,0,0,817836,0,817836
51017,15,0.5,85,3690,3662,3587,3506,0,0,817836,0,817836
51017,15,0.5,95,3690,3662,3587,3506,0,0,817836,0,817836
51017,15,0.6,75,3690,3662,3587,3506,1.25,2586.20689655172,817836,8114.6875,832862.232758621
51017,15,0.6,85,3690,3662,3587,3506,0.25,0,817836,1622.9375,819458.9375
51017,15,0.6,95,3690,3662,3587,3506,0,0,817836,0,817836
51017,25,0.4,75,3690,3662,3587,3506,1,0,799368,6491.75,808072.393678161
51017,25,0.4,85,3690,3662,3587,3506,0,0,799368,0,799368
51017,25,0.4,95,3690,3662,3587,3506,0,0,799368,0,799368
51017,25,0.5,75,3690,3662,3587,3506,4,13374.4252873563,799368,25967,838443.716475096
51017,25,0.5,85,3690,3662,3587,3506,2,7757.18390804598,799368,12983.5,821026.640565134
51017,25,0.5,95,3690,3662,3587,3506,1,0,799368,6491.75,805859.75
51017,25,0.6,75,3690,3662,3587,3506,8,16158.2375478927,799368,51934,876323.225814176
51017,25,0.6,85,3690,3662,3587,3506,4,0,799368,25967,831839.974616858
51017,25,0.6,95,3690,3662,3587,3506,3,9352.58620689656,799368,19475.25,826147.847701149
51019,0,0.5,75,63740,63055,61651,60293,0,0,14532720,0,14532720
51019,0,0.5,85,63740,63055,61651,60293,0,0,14532720,0,14532720
51019,0,0.5,95,63740,63055,61651,60293,0,0,14532720,0,14532720
51019,5,0.4,75,63740,63055,61651,60293,0,0,14376540,0,14376540
51019,5,0.4,85,63740,63055,61651,60293,0,0,14376540,0,14376540
51019,5,0.4,95,63740,63055,61651,60293,0,0,14376540,0,14376540
51019,5,0.5,75,63740,63055,61651,60293,0,0,14376540,0,14376540
51019,5,0.5,85,63740,63055,61651,60293,0,0,14376540,0,14376540
51019,5,0.5,95,63740,63055,61651,60293,0,0,14376540,0,14376540
51019,5,0.6,75,63740,63055,61651,60293,0,0,14376540,0,14376540
51019,5,0.6,85,63740,63055,61651,60293,0,0,14376540,0,14376540
51019,5,0.6,95,63740,63055,61651,60293,0,0,14376540,0,14376540
51019,15,0.4,75,63740,63055,61651,60293,0,0,14056428,0,14056428
51019,15,0.4,85,63740,63055,61651,60293,0,0,14056428,0,14056428
51019,15,0.4,95,63740,63055,61651,60293,0,0,14056428,0,14056428
51019,15,0.5,75,63740,63055,61651,60293,0,0,14056428,0,14056428
51019,15,0.5,85,63740,63055,61651,60293,0,0,14056428,0,14056428
51019,15,0.5,95,63740,63055,61651,60293,0,0,14056428,0,14056428
51019,15,0.6,75,63740,63055,61651,60293,1,0,14056428,6491.75,14062919.75
51019,15,0.6,85,63740,63055,61651,60293,0,0,14056428,0,14056428
51019,15,0.6,95,63740,63055,61651,60293,0,0,14056428,0,14056428
51019,25,0.4,75,63740,63055,61651,60293,4,7406.60919540231,13746804,25967,13781360.1252395
51019,25,0.4,85,63740,63055,61651,60293,0,0,13746804,0,13746804
51019,25,0.4,95,63740,63055,61651,60293,0,0,13746804,0,13746804
51019,25,0.5,75,63740,63055,61651,60293,146.5,179203.912835249,13746804,951041.375,14879651.2675607
51019,25,0.5,85,63740,63055,61651,60293,14.25,25229.054916986,13746804,92507.4375,13873479.9595307
51019,25,0.5,95,63740,63055,61651,60293,0.25,0,13746804,1622.9375,13748426.9375
51019,25,0.6,75,63740,63055,61651,60293,1248,1412035.53544061,13746804,8101704,24605442.1154215
51019,25,0.6,85,63740,63055,61651,60293,531.25,0,13746804,3448742.1875,17265332.5
51019,25,0.6,95,63740,63055,61651,60293,8,16975.941890166,13746804,51934,13818932.8438697
51021,0,0.5,75,5414,5372,5264,5161,0,0,1234392,0,1234392
51021,0,0.5,85,5414,5372,5264,5161,0,0,1234392,0,1234392
51021,0,0.5,95,5414,5372,5264,5161,0,0,1234392,0,1234392
51021,5,0.4,75,5414,5372,5264,5161,0,0,1224816,0,1224816
51021,5,0.4,85,5414,5372,5264,5161,0,0,1224816,0,1224816
51021,5,0.4,95,5414,5372,5264,5161,0,0,1224816,0,1224816
51021,5,0.5,75,5414,5372,5264,5161,0,0,1224816,0,1224816
51021,5,0.5,85,5414,5372,5264,5161,0,0,1224816,0,1224816
51021,5,0.5,95,5414,5372,5264,5161,0,0,1224816,0,1224816
51021,5,0.6,75,5414,5372,5264,5161,0,0,1224816,0,1224816
51021,5,0.6,85,5414,5372,5264,5161,0,0,1224816,0,1224816
51021,5,0.6,95,5414,5372,5264,5161,0,0,1224816,0,1224816
51021,15,0.4,75,5414,5372,5264,5161,0,0,1200192,0,1200192
51021,15,0.4,85,5414,5372,5264,5161,0,0,1200192,0,1200192
51021,15,0.4,95,5414,5372,5264,5161,0,0,1200192,0,1200192
51021,15,0.5,75,5414,5372,5264,5161,0,0,1200192,0,1200192
51021,15,0.5,85,5414,5372,5264,5161,0,0,1200192,0,1200192
51021,15,0.5,95,5414,5372,5264,5161,0,0,1200192,0,1200192
51021,15,0.6,75,5414,5372,5264,5161,0,0,1200192,0,1200192
51021,15,0.6,85,5414,5372,5264,5161,0,0,1200192,0,1200192
