"county_fips","pop","avg_age","prop_less_5","prop_5_17","prop_larger_18","prop_gender","prop_employment"
51161,90643,42.3707953178955,0.0525247399137275,0.157574219741182,0.78990104034509,0.482199397636883,0.315986893637677
51163,21581,43.909133033687,0.0517121542097215,0.15907511236736,0.789212733422918,0.476483944210185,0.353922431768685
51165,77361,40.6568038158762,0.0523519602900686,0.168172593425628,0.779475446284303,0.48432672793785,0.29017205051641
51167,24948,43.5150713484047,0.0477392977392977,0.146464646464646,0.805796055796056,0.487373737373737,0.435866602533269
51169,20333,44.1645108936212,0.0452466433875965,0.141936753061526,0.812816603550878,0.47627010278857,0.446466335513697
51171,40611,42.7236216788555,0.0566595257442565,0.149097535150575,0.794242939105169,0.485114870355322,0.33015685405432
51173,30051,41.8047652324382,0.051678812685102,0.161858174436791,0.786463012878107,0.483078766097634,0.35892316395461
51175,16611,40.3240021672386,0.0623683101559208,0.176148335440371,0.761483354403708,0.469568358316778,0.322436939377521
51177,121955,37.6990857283424,0.0569718338731499,0.201500553482842,0.741527612644008,0.488737649132877,0.268886064532
51179,135992,35.7599417612801,0.0597902817812812,0.225417671627743,0.714792046590976,0.491337725748573,0.245801223601388
51181,6634,43.8359963822731,0.0501959602050045,0.129484473922219,0.820319565872777,0.47301778715707,0.360717515827555
51183,7500,45.4852,0.0521333333333333,0.115066666666667,0.8328,0.456,0.401333333333333
51185,39655,43.2600428697516,0.0498045643676712,0.144874542932795,0.805320892699533,0.484125583154709,0.42862186357332
51187,36439,40.4707044649963,0.0589752737451631,0.168692883997914,0.772331842256923,0.495156288591893,0.292818134416422
51191,50605,44.7147910285545,0.0444620096828377,0.140499950597767,0.815038039719395,0.489773737772947,0.375713862266574
51193,16309,46.1216506223558,0.0388129253786253,0.12735299527868,0.833834079342694,0.484272487583543,0.371512661720522
51195,35941,40.7007595781976,0.060237611641301,0.15784201886425,0.781920369494449,0.483598119139701,0.416571603461228
51197,27175,43.4907819687213,0.0459245630174793,0.151389144434223,0.802686292548298,0.486513339466421,0.356651333946642
51199,64413,39.2238989023955,0.051806312390356,0.192569822861845,0.755623864747799,0.476968934842345,0.301911104901185
51510,140579,37.518213957988,0.0664395108800034,0.123716913621522,0.809843575498474,0.467061225360829,0.188655489084429
51520,16243,43.1749676783845,0.0539924890722157,0.139814073754848,0.806193437172936,0.478052083974635,0.373391614849474
51530,6191,38.6448069778711,0.0705863350024229,0.165401389113229,0.764012275884348,0.464545307704733,0.333710224519464
51540,41119,36.3941000510713,0.0569809577081155,0.136676475595224,0.806342566696661,0.460517035920134,0.298231960893991
51550,218304,37.5034218337731,0.0634161536206391,0.1913707490472,0.745213097332161,0.47973010114336,0.281621042216359
51570,16887,41.1301592941316,0.0612897495114585,0.165748800852727,0.772961449635814,0.48481080120803,0.334754544916208
51580,5572,40.5879396984925,0.0599425699928212,0.195441493180187,0.744615936826992,0.465541995692749,0.368449389806174
51590,40138,42.0630823658379,0.0525188101051373,0.1527480193333,0.794733170561563,0.452837709900842,0.352184961881509
